NEU_E3	NEU_E3	NEU_E3	NEU_E4	NEU_E4	NEU_E4
FAM173A	185	122	123	118	92	86
CCDC78	19	11	8	21	5	2
HAGHL	188	139	119	128	110	73
NARFL	155	171	153	144	128	136
MSLN	0	1	1	1	3	0
MIR662	0	0	0	0	0	0
RPUSD1	250	205	219	178	186	212
CHTF18	51	52	16	55	45	36
GNG13	50	60	35	52	35	14
PRR25	0	0	0	0	0	0
LMF1	435	404	375	497	407	406
SOX8	48	54	49	46	41	54
SSTR5-AS1	3	0	3	3	2	1
SSTR5	24	10	13	8	8	7
C1QTNF8	1	1	0	0	0	1
CACNA1H	1447	1334	970	1635	1198	995
TPSG1	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0
TPSD1	0	1	0	1	1	0
UBE2I	819	1354	1182	1125	1263	1165
BAIAP3	800	816	751	1236	825	495
TSR3	439	372	466	327	441	435
GNPTG	461	306	369	375	440	372
UNKL	273	237	259	284	284	309
C16orf91	76	73	75	66	65	70
CCDC154	11	11	1	5	2	1
CLCN7	650	565	526	588	589	592
PTX4	0	1	1	0	0	1
TELO2	246	201	243	299	276	248
IFT140	275	335	303	352	294	324
TMEM204	2	5	8	3	3	5
CRAMP1L	261	352	304	431	401	431
HN1L	557	825	735	749	874	627
MAPK8IP3	2267	2048	2272	2577	2462	2698
MIR3177	0	0	0	0	0	0
NME3	161	125	112	147	130	89
MRPS34	335	277	304	275	267	202
EME2	35	21	14	40	17	22
SPSB3	217	250	203	223	202	166
NUBP2	300	301	266	274	273	261
IGFALS	8	4	2	5	6	8
HAGH	750	515	685	579	675	600
FAHD1	388	429	587	428	540	525
MEIOB	6	3	3	9	5	4
LINC00254	0	1	0	0	0	0
HS3ST6	8	3	5	1	1	0
MSRB1	210	186	198	164	220	164
RPL3L	0	2	1	0	0	0
NDUFB10	670	689	798	641	771	713
RPS2	863	704	819	607	892	807
SNORA10	1	0	3	0	0	0
SNORA64	1	3	0	2	1	1
SNHG9	31	36	25	38	34	14
SNORA78	0	1	0	0	0	0
RNF151	0	0	0	0	0	0
TBL3	264	232	238	213	194	279
NOXO1	3	2	2	4	3	0
GFER	164	151	152	161	162	136
SYNGR3	1626	889	1165	1150	1397	962
ZNF598	228	212	186	205	179	182
NPW	51	12	6	14	9	8
SLC9A3R2	420	241	364	292	364	287
NTHL1	175	120	150	113	138	132
TSC2	1070	1017	976	1226	1094	978
PKD1	1095	734	407	868	459	400
MIR1225	0	0	0	1	0	0
MIR4516	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0
RAB26	100	158	69	139	130	63
SNORD60	0	0	1	2	0	1
TRAF7	486	659	546	675	632	649
CASKIN1	2216	1478	1791	2050	1990	1404
MLST8	412	300	282	255	300	290
BRICD5	21	23	10	13	5	14
PGP	270	206	237	255	219	228
E4F1	229	191	223	206	179	214
DNASE1L2	17	15	4	13	7	10
ECI1	230	146	165	146	170	154
RNPS1	1183	1289	1314	1193	1323	1318
MIR3677	0	0	0	0	0	0
MIR940	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0
ABCA3	3734	2871	3587	3951	4158	4027
ABCA17P	6	7	10	4	2	7
CCNF	168	250	319	290	372	310
C16orf59	56	45	53	34	37	35
NTN3	18	6	6	24	9	7
TBC1D24	842	1028	1182	1311	1265	1058
ATP6V0C	7597	6981	10001	7613	10441	8165
AMDHD2	65	48	36	66	41	49
CEMP1	2	0	1	1	1	0
MIR3178	0	0	0	0	0	1
PDPK1	736	702	670	830	754	767
LOC652276	14	14	14	23	14	14
FLJ42627	16	23	9	27	15	18
ERVK13-1	44	41	27	43	24	37
KCTD5	241	332	283	256	279	357
PRSS27	77	33	37	30	28	52
SRRM2-AS1	1	7	2	2	3	4
SRRM2	2384	3323	3004	4101	3205	3666
TCEB2	1504	1502	1827	1351	1766	1548
PRSS33	2	0	0	1	1	5
PRSS41	0	0	1	0	0	0
PRSS21	0	0	0	0	0	0
ZG16B	0	0	0	2	0	0
PRSS30P	1	0	0	1	1	0
PRSS22	1	0	0	0	2	1
FLYWCH2	323	292	219	256	268	231
FLYWCH1	569	444	514	488	536	488
KREMEN2	181	116	82	117	70	67
PAQR4	486	370	362	426	455	387
PKMYT1	14	21	10	7	5	1
LINC00514	0	0	0	0	0	0
CLDN9	37	14	16	18	20	13
CLDN6	50	37	20	24	19	17
TNFRSF12A	108	33	13	25	17	13
HCFC1R1	587	430	437	475	445	408
THOC6	92	84	89	72	79	73
CCDC64B	0	0	1	0	0	1
LOC100128770	0	0	0	0	0	0
MMP25	9	8	7	12	5	6
IL32	2	40	7	19	7	5
ZSCAN10	0	0	3	3	0	4
ZNF205-AS1	6	16	10	12	8	15
ZNF205	198	176	151	150	146	153
ZNF213	390	380	430	478	469	365
OR1F1	8	9	12	10	18	13
OR1F2P	2	0	4	0	1	2
ZNF200	86	132	101	112	129	152
MEFV	1	1	0	0	0	1
FLJ39639	8	3	14	6	3	5
ZNF263	225	271	305	254	293	300
TIGD7	89	112	104	183	180	166
ZNF75A	57	95	63	91	82	84
OR2C1	1	0	1	1	2	0
MTRNR2L4	0	0	0	0	0	0
ZSCAN32	76	112	121	127	121	125
ZNF174	104	114	107	120	105	119
ZNF597	32	14	30	36	22	26
NAA60	483	411	404	499	464	442
C16orf90	0	0	0	0	0	0
CLUAP1	187	244	257	267	322	238
NLRC3	0	1	6	6	2	8
SLX4	238	223	218	311	308	285
DNASE1	138	109	100	178	159	135
TRAP1	1077	857	986	868	978	950
CREBBP	863	1338	1288	1740	1659	1624
ADCY9	585	649	641	765	747	705
SRL	1	121	4	20	7	11
LOC100507501	7	3	4	10	6	4
TFAP4	49	98	68	68	71	73
GLIS2	134	215	131	155	161	203
PAM16	0	0	0	0	0	0
CORO7-PAM16	0	0	0	0	0	0
CORO7	105	85	93	100	89	129
VASN	34	27	22	27	30	28
DNAJA3	486	369	374	428	403	386
NMRAL1	233	195	180	190	186	185
HMOX2	832	714	877	749	885	780
CDIP1	978	738	897	796	893	920
C16orf96	19	7	16	24	12	28
UBALD1	209	243	249	215	224	189
MGRN1	1192	1399	1423	1524	1443	1608
NUDT16L1	308	281	299	290	338	254
ANKS3	144	110	108	124	102	72
C16orf71	10	3	2	5	3	8
ZNF500	78	105	85	77	86	98
SEPT12	2	2	0	1	1	3
LOC440335	0	0	0	0	0	0
ROGDI	748	835	762	865	779	796
GLYR1	927	1255	1282	1335	1295	1111
UBN1	253	410	306	395	384	400
PPL	456	406	375	568	583	568
SEC14L5	63	61	39	80	56	50
NAGPA	62	53	88	56	74	50
NAGPA-AS1	2	2	1	3	3	1
C16orf89	26	1	2	3	1	7
ALG1	123	127	182	122	172	154
FAM86A	65	51	41	51	32	36
RBFOX1	368	692	769	1050	1209	1321
TMEM114	4	4	7	3	4	3
METTL22	69	128	88	86	69	102
ABAT	925	1154	1020	1472	1243	952
TMEM186	82	70	90	77	75	88
PMM2	113	116	113	84	96	143
CARHSP1	428	650	531	634	580	647
USP7	1218	1678	1727	1641	1851	1703
C16orf72	565	748	746	689	838	633
MIR548X	0	0	0	0	0	0
GRIN2A	134	208	309	314	270	73
ATF7IP2	66	59	34	47	35	50
EMP2	16	176	15	29	18	3
TEKT5	1	1	0	3	1	0
NUBP1	111	159	137	91	130	130
TVP23A	396	368	410	411	476	522
CIITA	0	0	0	0	0	0
DEXI	233	173	224	174	222	173
CLEC16A	485	579	485	663	533	572
SOCS1	17	8	12	14	12	8
TNP2	0	0	0	0	0	0
PRM3	0	0	0	0	0	0
PRM2	0	0	0	0	0	0
PRM1	0	1	0	1	0	0
RMI2	18	57	23	39	36	25
LITAF	94	186	105	109	103	140
SNN	1560	2215	2226	2406	2783	2536
TXNDC11	233	243	246	228	237	204
ZC3H7A	280	504	380	421	453	483
BCAR4	0	0	1	0	1	0
RSL1D1	845	1099	1125	1052	1198	931
GSPT1	1189	1737	1816	1705	1791	1660
TNFRSF17	0	0	0	0	0	0
SNX29	336	367	397	464	435	420
CPPED1	187	138	164	148	196	177
MIR4718	0	0	0	0	0	0
SHISA9	159	113	167	201	224	114
ERCC4	177	186	171	212	239	217
MKL2	359	445	465	686	584	468
MIR193B	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0
PARN	271	283	317	318	318	281
BFAR	479	552	546	581	609	725
PLA2G10	0	0	0	0	1	0
ABCC6P2	1	0	0	0	0	0
NOMO1	454	322	366	348	468	293
MIR3179-1	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0
NPIP	306	305	220	294	239	147
PDXDC1	531	645	602	656	674	583
NTAN1	236	206	222	210	276	250
RRN3	302	509	432	397	451	490
MIR3180-4	0	0	0	0	0	0
MPV17L	77	53	77	80	96	86
C16orf45	2422	1907	2219	2014	2259	2017
KIAA0430	365	620	427	693	579	642
NDE1	4	19	7	8	3	0
MIR484	0	0	0	0	0	0
MYH11	2	6	1	3	8	5
FOPNL	103	192	168	148	145	190
ABCC1	386	367	298	404	353	356
ABCC6	0	4	0	1	0	0
NOMO3	50	46	49	64	86	43
PKD1P1	374	241	141	291	156	134
XYLT1	215	168	198	215	204	134
NOMO2	89	59	67	74	77	87
ABCC6P1	0	0	1	0	0	0
RPS15A	1006	1523	1042	1159	1235	1243
ARL6IP1	3228	3761	4377	4004	5005	3385
SMG1	525	799	657	1066	817	851
TMC7	44	61	72	100	67	101
COQ7	258	227	217	254	277	238
ITPRIPL2	91	58	37	58	86	46
SYT17	577	349	393	495	541	270
CLEC19A	0	1	0	1	1	0
TMC5	3	0	1	0	1	0
GDE1	696	780	932	772	1109	1192
CCP110	617	858	910	1078	962	770
C16orf62	544	494	558	529	646	532
C16orf88	143	209	157	169	158	146
IQCK	110	135	129	147	149	99
GPRC5B	184	222	262	284	279	232
GPR139	31	22	18	32	37	36
GP2	0	0	0	0	0	0
UMOD	0	0	0	0	0	0
PDILT	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0
ACSM1	0	0	2	0	1	0
THUMPD1	375	444	426	461	485	449
ACSM3	0	2	1	0	1	0
ERI2	43	64	37	45	39	45
LOC81691	52	63	39	59	46	34
DCUN1D3	57	46	58	71	66	67
LYRM1	218	223	248	190	259	193
DNAH3	6	7	4	9	4	0
TMEM159	267	279	261	251	255	366
ZP2	0	0	0	0	0	0
ANKS4B	0	8	3	1	0	0
CRYM	7	3	11	4	11	8
CRYM-AS1	0	0	0	0	0	0
SNX29P1	0	0	0	0	0	0
NPIPL3	15	10	3	11	4	8
LOC100190986	0	0	0	0	0	0
LOC100271836	3	3	6	10	3	5
SLC7A5P2	5	3	4	6	3	3
METTL9	1599	2276	2469	2353	2567	2377
IGSF6	0	0	0	0	0	0
OTOA	0	3	0	0	1	0
RRN3P1	22	26	23	16	14	9
UQCRC2	1803	1905	1854	1894	1967	2019
PDZD9	0	1	0	3	1	1
C16orf52	353	406	437	458	564	356
VWA3A	4	4	0	5	1	1
EEF2K	411	392	306	442	353	422
POLR3E	236	278	220	274	295	258
CDR2	146	152	171	175	180	184
RRN3P3	11	16	23	17	17	20
SMG1P1	1	3	4	5	1	1
LOC100132247	3	15	7	4	4	8
LOC653786	0	0	0	0	0	0
MIR548AA2	0	0	0	0	0	0
MIR548D2	0	0	0	0	0	0
HS3ST2	251	202	251	208	263	289
USP31	641	555	581	779	638	541
SCNN1G	1	3	2	4	1	2
SCNN1B	1	1	0	1	1	1
COG7	90	139	115	125	102	112
GGA2	374	429	318	422	373	262
EARS2	298	247	204	326	247	267
UBFD1	1940	1981	2379	2410	2731	2078
NDUFAB1	732	655	719	595	796	685
PALB2	74	89	86	95	69	82
DCTN5	1399	1107	1106	1887	1372	1324
PLK1	11	107	19	26	13	24
ERN2	4	1	0	0	0	0
CHP2	12	7	6	6	7	3
PRKCB	1989	2058	2751	2824	2736	1568
CACNG3	307	317	416	400	304	88
RBBP6	324	528	423	550	408	415
TNRC6A	523	789	700	911	663	681
SLC5A11	0	0	0	1	0	0
ARHGAP17	165	251	282	216	239	293
LOC554206	18	15	15	9	15	15
LCMT1	560	565	705	574	685	665
LOC100506655	0	0	0	0	0	0
AQP8	0	2	2	1	3	0
ZKSCAN2	565	656	676	739	834	732
HS3ST4	46	40	66	63	83	44
C16orf82	1	0	1	2	3	0
KDM8	68	42	47	34	43	42
NSMCE1	207	210	235	184	232	215
FLJ21408	1	0	0	1	0	0
IL4R	25	33	8	25	15	9
IL21R	2	1	0	0	0	0
IL21R-AS1	2	2	0	1	2	0
GTF3C1	1260	1257	1388	1394	1536	1536
KIAA0556	107	114	100	133	97	113
GSG1L	304	181	189	276	286	123
XPO6	1731	1809	2121	2139	2026	2223
SBK1	2237	3384	3060	4003	3543	3390
EIF3CL	0	0	0	0	0	0
EIF3C	0	0	0	0	0	0
CLN3	217	197	245	218	255	219
APOBR	1	3	1	1	0	0
IL27	0	0	0	0	0	0
NUPR1	1	0	0	1	0	0
CCDC101	84	159	111	111	145	133
SULT1A2	0	0	0	0	1	0
SULT1A1	4	12	3	3	4	4
ATXN2L	1578	1533	1261	1802	1394	1514
TUFM	1338	1359	1456	1209	1473	1365
MIR4721	0	0	0	0	0	0
SH2B1	530	545	398	614	451	361
ATP2A1	13	43	14	25	7	18
LOC100289092	5	19	8	10	9	3
RABEP2	112	109	102	106	85	100
CD19	0	0	0	0	0	0
NFATC2IP	256	241	214	279	179	189
MIR4517	1	0	0	1	0	1
SPNS1	509	425	536	451	559	574
LAT	21	24	2	22	7	7
RRN3P2	4	2	1	0	0	1
SNX29P2	0	0	0	1	0	0
LOC606724	0	0	0	0	0	0
BOLA2	0	0	0	0	0	0
BOLA2B	0	0	0	0	0	0
SLX1B	0	0	0	0	0	0
SLX1A	0	0	0	0	0	0
SLX1A-SULT1A3	0	0	0	0	0	0
SLX1B-SULT1A4	0	0	0	0	0	0
SULT1A4	0	0	0	0	0	0
SULT1A3	0	0	0	0	0	0
LOC613038	0	0	0	0	0	0
LOC388242	0	0	0	0	0	0
LOC440354	0	5	1	3	3	3
SLC7A5P1	3	3	5	1	2	4
SPN	5	5	1	2	1	2
QPRT	234	357	214	267	206	282
C16orf54	0	0	0	1	0	0
ZG16	0	0	0	0	0	0
KIF22	120	266	218	213	206	199
MAZ	1925	1958	2062	2243	2319	2018
PRRT2	1023	1524	1484	1831	1699	1713
PAGR1	127	195	111	158	125	129
MVP	154	102	49	82	77	72
CDIPT	1139	1013	1361	1255	1373	1266
LOC440356	3	5	1	1	1	0
SEZ6L2	5251	4835	5315	5998	6160	5008
ASPHD1	261	154	143	148	185	152
KCTD13	456	386	366	412	485	334
TMEM219	375	269	280	234	343	253
TAOK2	1046	1018	1055	1273	1135	1009
HIRIP3	109	153	100	130	112	101
INO80E	275	263	253	296	255	256
DOC2A	227	254	299	302	330	236
C16orf92	1	0	0	0	1	0
FAM57B	1574	1738	1657	1954	1885	1815
ALDOA	9955	6171	6114	6323	7580	5996
PPP4C	467	602	569	507	559	624
TBX6	4	0	1	5	1	1
YPEL3	349	470	451	556	548	559
GDPD3	10	15	2	11	7	9
MAPK3	746	670	873	784	782	936
CORO1A	463	422	501	526	437	443
LOC613037	2	4	5	9	3	2
LOC595101	0	0	0	2	1	1
CD2BP2	584	777	662	643	659	743
TBC1D10B	716	633	741	675	720	709
MYLPF	1	4	0	2	2	0
SEPT1	70	39	43	26	43	34
ZNF48	390	471	452	421	451	505
ZNF771	144	130	146	153	157	117
DCTPP1	287	273	273	264	309	270
SEPHS2	575	655	654	624	678	632
ITGAL	0	10	2	1	3	2
MIR4518	0	0	0	0	0	0
ZNF768	402	511	504	450	527	448
ZNF747	122	76	101	127	103	117
ZNF764	105	92	101	121	102	156
ZNF688	43	34	46	37	32	25
ZNF785	84	148	107	143	110	160
ZNF689	149	183	164	161	195	190
PRR14	245	284	271	303	310	314
FBRS	296	343	259	314	333	317
LOC730183	6	3	2	3	3	2
SRCAP	873	905	894	1246	1087	1045
SNORA30	0	0	0	0	0	0
LOC100862671	33	60	59	58	90	39
PHKG2	206	192	185	170	181	186
C16orf93	68	75	91	53	77	63
RNF40	949	1110	1021	1103	1109	1173
ZNF629	531	590	568	673	625	587
MIR4519	0	0	0	0	0	0
BCL7C	134	89	76	110	85	83
MIR762	0	3	0	1	2	0
CTF1	1	9	0	1	0	1
FBXL19-AS1	11	32	20	22	26	19
FBXL19	1127	1002	1031	1418	1256	1032
ORAI3	41	33	41	51	41	38
SETD1A	220	302	228	303	233	298
HSD3B7	13	12	5	7	5	8
STX1B	2696	2480	2988	3036	3363	2593
STX4	132	104	127	129	98	86
ZNF668	79	95	107	106	105	110
ZNF646	158	205	173	197	196	231
PRSS53	40	41	16	33	23	25
VKORC1	403	376	380	381	397	330
BCKDK	484	331	294	364	314	330
KAT8	255	262	222	197	207	223
PRSS8	4	6	6	6	3	7
PRSS36	9	7	9	4	5	6
FUS	1687	2547	2830	2066	2251	2482
PYCARD	1	1	5	2	0	4
TRIM72	5	1	1	2	1	0
PYDC1	9	6	4	8	2	2
ITGAM	0	1	0	2	1	0
ITGAX	3	1	0	0	0	0
ITGAD	0	0	0	0	0	0
COX6A2	1	0	2	1	1	0
ZNF843	46	20	17	32	32	29
ARMC5	260	199	220	252	270	268
TGFB1I1	16	36	16	16	12	27
SLC5A2	1	2	1	5	1	0
C16orf58	874	690	607	728	587	540
AHSP	0	0	0	0	0	0
CSDAP1	0	0	2	0	0	0
CLUHP3	20	14	9	23	12	16
ZNF720	114	130	120	119	120	73
ZNF267	46	65	50	53	43	40
HERC2P4	0	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0
LOC390705	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0
TP53TG3	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0
SLC6A10P	0	0	0	0	0	0
RNU6-76	0	0	0	0	0	0
LINC00273	0	0	0	1	0	0
UBE2MP1	0	0	0	1	0	4
LOC283914	0	0	0	0	0	0
LOC146481	0	0	0	0	0	0
LOC100130700	0	0	0	0	0	0
RNA5SP411	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0
ANKRD26P1	0	0	0	1	1	0
SHCBP1	1	18	1	1	2	1
VPS35	1882	1935	2137	2167	2458	2178
ORC6	34	56	40	39	40	43
MYLK3	7	5	6	13	12	4
C16orf87	144	186	167	168	194	172
GPT2	507	380	372	383	371	337
DNAJA2	1089	1319	1381	1374	1499	1367
NETO2	380	509	493	553	594	440
ITFG1	1850	1787	2111	2200	2585	1999
PHKB	426	617	594	581	679	590
ABCC12	0	0	0	0	0	0
ABCC11	3	4	5	3	1	3
MIR548AE2	0	0	0	0	0	0
LONP2	819	700	646	898	830	763
LOC100507577	60	79	73	71	89	51
SIAH1	330	583	491	435	481	587
N4BP1	438	478	424	572	535	530
CBLN1	634	534	560	521	671	358
C16orf78	0	0	0	0	0	0
ZNF423	803	1129	1115	1299	1292	1132
CNEP1R1	140	144	125	141	144	146
HEATR3	135	190	154	147	135	151
PAPD5	305	392	474	520	628	464
ADCY7	695	564	569	688	661	840
BRD7	193	286	248	263	273	252
NKD1	124	74	55	111	107	143
SNX20	0	0	0	0	0	0
NOD2	1	1	1	0	0	0
CYLD	533	553	550	795	767	623
SALL1	89	203	135	148	163	190
C16orf97	0	0	0	0	0	0
LOC100505619	0	0	0	0	1	0
TOX3	44	155	137	155	128	120
LOC643714	0	0	0	0	0	0
CHD9	825	928	876	1387	1134	930
LOC643802	0	0	0	0	0	0
RBL2	276	385	214	372	297	259
AKTIP	180	136	149	164	167	130
RPGRIP1L	121	209	212	241	234	176
FTO	1489	1640	1806	2201	2022	1840
IRX3	109	187	258	236	271	327
CRNDE	141	138	136	169	167	134
IRX5	160	157	283	197	340	302
IRX6	9	3	4	4	1	1
MMP2	629	691	645	665	650	861
LPCAT2	165	106	95	162	131	70
CAPNS2	0	1	0	0	1	0
SLC6A2	214	26	49	31	12	14
CES1P2	0	0	0	0	0	0
CES1P1	0	0	0	0	0	0
CES1	0	0	0	0	0	0
CES5A	9	9	6	4	2	8
LOC283856	18	19	19	18	29	19
GNAO1	6340	6961	8744	8521	9711	9167
DKFZP434H168	3	5	8	7	3	3
MIR3935	0	0	0	0	0	0
AMFR	1354	1171	1406	1328	1562	1551
NUDT21	1960	2309	2290	2625	2561	2210
OGFOD1	416	410	416	394	411	475
BBS2	396	360	322	392	408	367
MT4	0	0	0	0	0	0
MT3	569	153	162	191	280	142
MT2A	23	24	2	6	6	4
MT1L	0	1	1	0	0	0
MT1E	5	9	2	4	4	1
MT1M	0	0	0	0	0	0
MT1JP	0	0	0	0	0	0
MT1A	0	0	0	0	0	0
MT1DP	0	0	0	0	0	0
MT1B	0	0	2	0	0	0
MT1F	94	46	63	53	87	106
MT1G	0	1	0	0	0	0
MT1H	0	0	0	0	0	0
MT1IP	0	0	0	0	0	0
MT1X	59	22	25	20	14	15
NUP93	1428	1412	1540	1639	1582	1094
MIR138-2	0	1	0	0	0	0
SLC12A3	0	1	0	1	0	1
HERPUD1	563	666	697	553	668	620
CETP	0	0	0	0	1	0
NLRC5	30	6	3	7	7	20
CPNE2	300	265	288	329	312	429
FAM192A	1121	1314	1276	1286	1321	1408
RSPRY1	352	426	433	416	469	518
ARL2BP	814	808	893	741	1019	882
PLLP	2	2	0	2	1	0
CCL22	0	0	0	1	0	2
CX3CL1	376	66	78	149	121	74
CCL17	0	0	0	0	0	0
CIAPIN1	482	482	534	430	590	618
COQ9	303	225	223	205	221	222
POLR2C	435	431	435	400	424	468
DOK4	735	881	1001	1040	1004	1370
CCDC102A	3	14	2	2	5	8
GPR114	33	22	32	38	39	37
GPR56	669	1139	1217	1083	1178	769
GPR97	1	2	2	2	1	1
CCDC135	1	1	0	0	0	0
KATNB1	464	543	630	578	567	586
KIFC3	262	307	315	315	294	357
CNGB1	207	281	324	409	328	331
TEPP	5	4	1	1	1	2
ZNF319	174	168	206	222	272	241
USB1	838	894	974	823	901	953
MMP15	1565	1373	1392	1627	1675	1746
C16orf80	559	721	803	658	781	667
CSNK2A2	280	338	351	410	377	362
CCDC113	293	188	241	301	255	204
PRSS54	0	0	0	0	0	0
GINS3	22	54	23	16	27	26
NDRG4	8631	6718	7111	7931	8312	6210
SETD6	82	121	87	129	95	93
CNOT1	1034	1501	1275	1624	1460	1400
SNORA46	0	0	0	0	0	0
SNORA50	0	0	0	0	0	0
SLC38A7	181	201	152	271	263	229
GOT2	1598	1595	2034	1844	2211	1985
LOC644649	0	1	0	0	2	0
CDH8	392	205	433	320	324	102
CDH11	80	158	169	149	160	262
LOC283867	0	4	0	0	0	0
CDH5	0	1	0	1	0	0
LOC100505865	2	1	2	2	4	1
BEAN1	230	172	244	284	301	319
TK2	243	174	141	190	195	155
CKLF	25	19	21	24	28	15
CKLF-CMTM1	0	0	0	0	0	0
CMTM1	44	32	23	40	46	26
CMTM2	2	0	0	2	1	0
CMTM3	55	103	73	52	48	92
CMTM4	535	377	465	560	527	484
DYNC1LI2	2297	2673	2353	2947	2753	2720
CCDC79	0	0	0	0	0	0
NAE1	529	657	565	580	579	492
CA7	4	0	2	5	2	3
PDP2	290	284	267	324	304	243
CDH16	0	0	0	0	0	0
RRAD	7	10	8	10	10	5
FAM96B	578	400	419	388	411	416
CES2	800	735	798	805	826	715
CES3	33	12	3	18	8	8
CES4A	76	53	36	70	39	46
CBFB	981	584	618	677	774	1257
C16orf70	161	232	228	215	252	290
B3GNT9	20	15	1	8	10	9
TRADD	62	11	12	18	13	18
FBXL8	14	1	4	2	0	0
HSF4	68	65	12	56	10	19
NOL3	147	61	61	87	87	67
KIAA0895L	1278	1239	941	1432	1018	1255
EXOC3L1	17	28	6	7	5	7
E2F4	298	287	250	280	224	333
ELMO3	13	13	6	6	3	4
MIR328	0	0	0	0	0	0
LRRC29	16	10	7	7	9	10
TMEM208	306	170	213	181	233	205
FHOD1	22	35	13	18	13	9
SLC9A5	66	53	55	57	45	39
PLEKHG4	18	16	9	8	12	13
KCTD19	3	10	5	5	1	3
LRRC36	19	19	22	13	20	22
TPPP3	559	328	320	357	463	371
ZDHHC1	60	44	35	46	33	56
HSD11B2	18	23	15	12	9	29
ATP6V0D1	2256	1894	2855	1966	2744	2503
AGRP	3	1	1	0	0	2
FAM65A	978	1020	909	1163	971	1168
CTCF	416	597	606	556	638	592
RLTPR	463	331	433	341	398	373
ACD	181	205	183	202	173	182
PARD6A	191	162	177	144	144	156
ENKD1	78	89	81	58	62	70
C16orf86	13	4	5	5	5	2
GFOD2	924	1112	1290	1239	1266	1374
RANBP10	185	188	163	219	188	196
TSNAXIP1	51	41	38	45	32	13
CENPT	315	362	259	376	271	284
THAP11	211	224	269	207	265	243
NUTF2	917	994	1053	902	1104	1049
EDC4	845	897	872	966	972	1043
NRN1L	5	3	3	3	0	2
PSKH1	166	140	96	163	137	150
CTRL	4	5	4	3	8	5
PSMB10	136	97	126	83	115	72
LCAT	0	1	0	1	0	0
SLC12A4	2	22	5	14	2	1
DPEP3	0	0	0	0	0	0
DPEP2	0	0	0	0	0	0
DDX28	87	91	76	65	76	68
DUS2L	99	90	89	100	89	99
NFATC3	61	198	106	102	138	150
ESRP2	1	0	0	0	0	0
PLA2G15	269	196	274	277	301	253
SLC7A6	270	352	394	419	375	367
SLC7A6OS	72	91	57	76	70	68
PRMT7	260	288	278	299	323	277
SMPD3	1746	2282	2319	2932	2673	2781
ZFP90	603	701	791	937	895	735
CDH3	70	105	100	136	98	158
CDH1	1	2	1	1	2	2
TANGO6	137	165	147	159	143	152
HAS3	235	258	334	340	355	203
CHTF8	293	392	335	400	376	375
CIRH1A	286	359	375	327	379	375
SNTB2	124	171	148	186	231	183
VPS4A	1282	1168	1460	1311	1422	1350
COG8	155	174	180	162	168	141
PDF	15	2	7	8	8	3
NIP7	67	92	104	88	88	99
TMED6	1	0	0	0	1	1
TERF2	540	869	982	801	995	809
CYB5B	776	1041	1183	1131	1216	1135
MIR1538	0	0	0	0	0	0
NFAT5	355	536	486	731	448	553
NQO1	58	56	57	47	63	45
NOB1	143	132	120	111	138	136
WWP2	428	553	530	622	635	634
MIR140	0	0	0	0	0	0
CLEC18A	0	1	0	0	0	0
PDXDC2P	25	25	20	26	21	16
MIR1972-1	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0
PDPR	263	265	206	356	263	327
CLEC18C	0	1	0	0	0	0
LOC100506060	13	10	2	8	2	2
EXOSC6	172	182	176	194	195	168
AARS	1631	1500	1510	1558	1628	1522
DDX19B	213	221	191	217	195	193
LOC100506083	5	8	6	3	5	4
DDX19A	378	320	314	353	361	378
ST3GAL2	588	715	583	740	597	658
FUK	47	42	25	51	30	18
COG4	513	537	488	538	530	513
SF3B3	1569	1974	2023	2259	2349	2007
SNORD111B	0	0	0	0	0	0
SNORD111	0	0	0	0	0	0
IL34	6	8	0	8	5	2
MTSS1L	1238	1111	1171	1417	1388	1240
VAC14	617	608	702	588	670	627
LOC100130894	0	0	0	0	0	0
HYDIN	56	73	36	85	47	48
FTSJD1	125	179	150	186	161	157
CALB2	210	137	215	173	196	50
ZNF23	270	230	229	298	267	209
ZNF19	29	45	33	43	42	45
CHST4	5	0	2	0	3	5
TAT	1	0	0	0	0	0
MARVELD3	0	0	1	1	0	0
PHLPP2	420	332	346	517	467	368
SNORA70D	1	0	0	0	0	0
AP1G1	1015	1101	1157	1359	1420	1299
SNORD71	0	0	0	0	0	0
ATXN1L	303	289	263	340	324	391
ZNF821	396	430	543	429	514	507
IST1	580	968	878	765	835	934
PKD1L3	0	1	1	2	0	0
DHODH	62	34	33	22	25	30
