MIC_E3	MIC_E3	MIC_E3	MIC_E3	MIC_E4	MIC_E4	MIC_E4	MIC_E4
SF1	4925	5041	5278	5192	3081	3464	5412	5431
MAP4K2	770	530	461	685	545	521	534	673
MEN1	809	702	703	803	478	476	678	722
CDC42BPG	20	14	10	22	8	3	4	5
EHD1	6799	4305	3774	4511	3069	2230	1917	2444
MIR192	0	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0
ATG2A	1309	934	947	1157	713	1029	1019	1335
PPP2R5B	548	341	333	386	296	347	485	382
GPHA2	0	0	0	0	0	0	0	0
C11orf85	0	0	0	0	0	0	0	0
BATF2	70	32	42	56	99	80	86	109
ARL2-SNX15	0	0	0	0	0	0	0	0
ARL2	550	743	640	537	874	400	490	565
SNX15	0	0	0	0	0	0	0	0
SAC3D1	482	343	308	333	500	159	187	186
NAALADL1	2	0	0	0	0	1	0	0
CDCA5	1280	805	647	874	590	94	81	33
ZFPL1	676	784	701	636	806	505	581	638
LOC100130348	0	0	0	0	0	2	0	0
VPS51	1974	2157	2011	1774	2060	1669	1948	2272
TM7SF2	253	352	414	210	386	286	433	381
ZNHIT2	170	165	116	127	262	133	111	128
FAU	7313	8028	7861	7416	11762	7920	7125	7793
MRPL49	984	1025	1051	940	770	889	972	973
SYVN1	1717	1920	1664	1632	1202	1412	1793	1965
SPDYC	0	0	0	2	0	0	0	0
CAPN1	5681	4413	4162	4761	4117	4469	4901	5479
SLC22A20	1	1	5	2	5	3	0	1
POLA2	752	557	678	632	499	394	343	393
CDC42EP2	111	257	187	109	120	44	24	51
DPF2	973	1103	1190	1019	733	871	1039	1115
TIGD3	8	7	14	10	6	4	3	4
SLC25A45	258	203	189	289	242	278	354	268
FRMD8	1097	944	813	970	862	869	910	812
NEAT1	1686	1583	1126	2633	967	723	2588	2251
MIR612	3	2	0	1	0	0	3	0
MALAT1	9242	4812	5115	1644	4178	6803	2358	1774
MIR548AR	0	0	0	0	0	0	0	0
SCYL1	2185	2288	2137	2201	1948	1626	1892	2143
LTBP3	1071	2981	2046	1037	1467	311	184	196
LOC254100	3	10	6	6	7	6	6	12
SSSCA1	252	261	258	238	373	192	160	206
FAM89B	1233	1210	1003	1042	1276	635	760	853
EHBP1L1	5764	3391	3393	4345	4333	3380	3656	3939
KCNK7	1	2	2	1	2	0	0	0
MAP3K11	2811	2097	1978	2447	2414	2118	2664	2661
PCNXL3	2183	2162	2008	2077	1420	1556	1816	1862
MIR4690	0	0	0	0	0	0	0	0
SIPA1	2618	2446	2209	1993	2917	1850	2393	2404
MIR4489	0	0	3	0	0	0	0	0
RELA	2558	2212	2263	2439	1450	2245	2579	2549
KAT5	1221	982	984	1134	977	1017	1243	1285
RNASEH2C	642	683	629	626	915	460	495	555
AP5B1	1394	983	940	971	911	1082	1121	1216
OVOL1	0	0	0	0	0	0	3	2
SNX32	1	6	11	3	3	1	0	0
CFL1	50709	33283	37387	50725	45132	34822	38639	38266
MUS81	901	548	566	859	664	480	726	661
EFEMP2	1026	2302	1611	1823	1171	304	286	379
CTSW	11	6	11	10	10	13	7	35
FIBP	1624	1630	1556	1652	1846	1337	1347	1298
CCDC85B	501	683	579	380	1118	358	450	384
FOSL1	68	46	76	35	57	28	39	46
C11orf68	559	696	581	576	684	484	539	543
DRAP1	1098	1235	1213	1195	1584	994	1201	1334
TSGA10IP	2	3	7	5	8	1	0	6
SART1	1903	1557	1651	1899	1789	1442	1916	2004
EIF1AD	821	768	747	774	696	678	776	865
BANF1	1424	1486	1578	1552	1859	1335	1370	1441
CST6	3	0	1	0	0	0	0	0
CATSPER1	28	8	4	21	15	8	16	24
GAL3ST3	11	39	56	5	31	7	0	0
SF3B2	5880	4926	5392	5471	3669	4492	4930	5097
PACS1	2817	4033	3933	3238	1622	2117	2272	2193
KLC2	289	379	436	335	291	206	298	251
RAB1B	5178	4701	4377	4859	4516	4078	4962	5494
CNIH2	39	118	237	14	30	16	0	0
YIF1A	1619	2010	1646	1371	1765	1083	985	1012
TMEM151A	18	27	22	57	35	31	5	2
CD248	1979	6814	4319	2908	1678	371	91	5
RIN1	357	462	396	285	270	155	166	266
BRMS1	1029	854	878	1040	1238	798	1053	1117
B3GNT1	702	1082	1015	575	681	479	475	554
SLC29A2	83	77	111	68	52	49	69	67
NPAS4	0	0	1	0	3	0	0	0
MRPL11	549	481	610	615	783	436	544	515
PELI3	131	190	185	128	147	103	147	111
DPP3	1819	1373	1448	1346	1627	1389	1363	1340
BBS1	344	492	434	364	188	207	297	396
ZDHHC24	492	423	347	320	676	278	361	376
ACTN3	5	3	5	7	0	0	0	0
CTSF	0	0	0	2	0	0	0	0
CCDC87	9	6	13	8	3	3	6	3
CCS	388	414	372	303	478	322	297	502
RBM14	1068	842	1004	1095	817	750	1223	1262
RBM14-RBM4	5	6	12	6	3	5	9	10
RBM4	497	661	754	604	447	372	389	435
RBM4B	438	379	397	462	321	301	374	468
SPTBN2	154	394	612	524	94	50	2	1
C11orf80	179	163	183	210	140	100	132	75
RCE1	350	334	302	297	314	292	343	304
PC	1609	1286	1200	1330	1117	1285	1357	1647
LRFN4	399	318	433	410	407	320	437	329
C11orf86	3	4	0	0	0	0	0	0
SYT12	20	16	20	13	33	12	0	0
RHOD	72	210	138	71	105	12	8	0
KDM2A	3698	2974	3146	3765	1640	3319	3569	3863
ADRBK1	5840	3511	3522	4141	4119	3916	4757	4995
ANKRD13D	812	574	566	786	596	466	760	792
SSH3	480	501	418	518	393	382	480	493
LOC100130987	4	21	6	7	5	1	11	3
POLD4	1691	1476	1386	1564	2569	1427	1740	1745
CLCF1	29	77	65	30	38	5	4	15
RAD9A	208	263	223	170	195	134	187	139
PPP1CA	5609	4493	4605	5367	6048	4703	5371	5436
TBC1D10C	4	3	7	8	3	1	6	2
CARNS1	10	12	19	47	15	12	10	3
RPS6KB2	828	970	885	964	1044	772	754	756
PTPRCAP	24	15	12	17	15	9	25	11
CORO1B	7550	5336	5189	7026	7495	6164	6943	7635
GPR152	0	0	0	0	1	0	0	1
CABP4	93	37	78	38	21	17	95	119
TMEM134	478	458	446	500	688	523	547	584
AIP	1340	1125	1022	1247	1808	1222	1275	1534
PITPNM1	1430	1212	1090	1375	893	844	1184	1323
CDK2AP2	1177	1222	1106	925	1235	746	853	815
CABP2	0	0	0	0	0	0	0	0
GSTP1	7826	7946	7648	11331	10632	7697	8456	9683
NDUFV1	2277	2068	2019	2149	2873	1879	2085	2078
DOC2GP	0	1	1	3	0	0	1	2
NUDT8	64	93	58	64	78	37	49	32
TBX10	0	0	0	0	0	0	0	0
ACY3	0	0	0	0	0	2	0	0
ALDH3B2	5	1	1	0	2	1	1	4
FAM86C2P	16	43	48	24	11	11	16	10
UNC93B1	5388	3753	3403	4268	5437	5206	5780	6128
ALDH3B1	2753	1958	1895	2157	2333	2782	3365	3011
NDUFS8	1539	1562	1463	1475	2451	1412	1524	1596
MIR4691	0	6	4	6	0	4	11	8
TCIRG1	5758	3426	3037	3954	3829	3145	3865	3763
CHKA	578	477	587	531	558	542	615	612
SUV420H1	1267	1071	1236	1244	582	1302	1214	1371
C11orf24	1283	1632	1466	1485	924	936	1103	1541
LRP5	555	981	879	762	295	694	1912	3732
PPP6R3	2486	2133	2545	2902	1158	2384	2670	2879
GAL	44	129	109	140	62	22	108	94
MTL5	59	35	47	64	26	18	59	78
CPT1A	5258	3568	3708	5273	2122	4376	5430	6079
MRPL21	510	536	576	503	670	540	449	393
IGHMBP2	458	347	347	423	295	429	474	521
MRGPRD	0	0	0	0	0	0	0	0
MRGPRF	102	355	177	85	125	23	7	0
TPCN2	2352	1396	1519	1575	1426	1862	1849	1609
MYEOV	43	18	12	65	11	9	26	45
CCND1	3656	4423	5167	3430	3145	2370	5363	4491
ORAOV1	313	218	232	286	195	232	264	242
FGF19	6	2	2	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0
ANO1	55	23	76	109	25	12	0	0
FADD	871	809	781	656	962	611	532	611
PPFIA1	2718	1718	1992	2922	1032	2029	2951	3478
MIR548K	0	1	0	0	0	0	0	0
CTTN	1204	2347	2154	1933	1065	298	176	96
SHANK2	4	16	53	16	5	0	0	0
SHANK2-AS1	0	0	0	0	0	0	0	0
SHANK2-AS3	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0
FLJ42102	0	0	0	0	0	0	0	0
DHCR7	1760	2069	2134	1397	1072	2011	2201	1871
NADSYN1	1163	1012	1001	1087	1002	1247	1281	1318
KRTAP5-7	0	0	0	1	0	0	0	1
KRTAP5-8	0	0	1	0	0	1	0	1
KRTAP5-9	3	1	0	2	0	0	0	4
KRTAP5-10	1	0	2	0	0	0	0	0
KRTAP5-11	0	0	0	0	0	0	0	0
FAM86C1	104	117	116	112	73	87	96	109
ALG1L9P	0	3	2	2	5	0	3	0
DEFB108B	0	0	0	0	0	0	0	0
LOC100133315	14	19	17	10	18	17	11	8
LOC100129216	0	0	0	0	0	1	0	0
RNF121	504	518	585	467	511	387	451	431
IL18BP	1640	1454	2041	1940	2594	4811	6604	4442
NUMA1	6277	6550	6367	7197	3167	4430	6229	7279
MIR3165	0	0	0	0	0	0	0	0
LRTOMT	111	134	135	98	82	83	78	72
LAMTOR1	4420	3694	4000	3752	5655	4205	4044	4339
ANAPC15	856	614	671	816	917	622	690	786
FOLR3	0	0	0	1	5	3	0	1
FOLR1	2	13	4	4	4	0	0	0
FOLR2	8522	8160	8112	4993	15198	11048	13506	10772
INPPL1	3157	2522	2537	3476	1612	2075	3022	3161
PHOX2A	0	0	0	0	0	0	0	1
CLPB	770	829	913	904	509	795	892	1005
PDE2A	9	12	37	8	5	4	9	1
MIR139	0	0	0	0	0	0	0	0
ARAP1	17941	12044	11702	14028	12261	12132	13937	14272
STARD10	758	806	727	763	1047	682	545	753
MIR4692	0	0	0	0	0	0	0	0
ATG16L2	297	235	195	312	328	230	387	368
FCHSD2	3726	2806	2989	3003	1628	2746	3515	3491
P2RY2	15	3	7	12	4	8	8	10
P2RY6	2961	2401	2271	3325	2462	2666	3603	5299
ARHGEF17	468	921	787	735	231	146	107	101
RELT	1419	843	811	1002	1005	915	996	1229
FAM168A	516	627	627	803	183	539	896	833
PLEKHB1	35	13	26	23	18	9	17	38
RAB6A	6951	5310	5788	6603	3637	7099	6905	6740
MRPL48	230	258	313	322	362	252	296	288
COA4	682	728	693	810	880	621	587	667
PAAF1	430	379	403	387	307	376	373	324
DNAJB13	0	0	1	2	1	0	0	0
UCP2	20157	9961	11075	17512	11031	8662	14912	11826
UCP3	5	9	17	16	2	6	20	15
C2CD3	479	379	491	654	83	389	498	610
PPME1	685	669	846	939	385	553	825	759
P4HA3	172	311	326	434	136	41	42	34
PGM2L1	718	654	642	735	307	607	535	459
KCNE3	1204	868	967	1176	831	1164	1265	1486
LIPT2	48	41	56	47	26	35	41	35
POLD3	790	670	731	811	385	538	468	495
CHRDL2	461	2715	1457	539	224	91	38	0
MIR4696	0	0	0	0	0	0	0	0
RNF169	866	837	981	924	390	901	894	906
XRRA1	129	148	146	166	83	164	166	199
SPCS2	819	893	1043	865	899	818	826	794
NEU3	417	239	327	530	78	513	846	910
OR2AT4	0	0	0	0	0	0	0	0
SLCO2B1	31381	20633	21508	19269	21981	27857	32547	31746
TPBGL	105	74	61	70	90	68	124	73
ARRB1	5965	4313	4633	5441	3561	5724	6574	5811
MIR326	0	0	0	0	0	0	0	0
RPS3	11159	15767	16043	12538	18892	13474	10589	11043
SNORD15A	0	0	0	1	3	0	0	0
SNORD15B	0	0	0	0	0	0	0	0
KLHL35	16	43	51	15	32	11	5	0
GDPD5	99	112	142	102	70	38	35	47
SERPINH1	7067	19730	14933	11334	7489	2271	2264	2521
MAP6	51	197	463	8	25	11	0	2
MOGAT2	0	0	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0	0	0
DGAT2	56	21	13	21	42	14	6	5
UVRAG	1375	963	1084	1272	870	1448	1334	1350
WNT11	5	90	149	15	24	1	4	2
PRKRIR	1277	1198	1363	1167	875	1206	1123	1001
C11orf30	576	470	661	763	202	489	642	670
LRRC32	777	3166	2219	1607	378	122	49	18
GUCY2EP	0	0	0	0	0	0	0	0
TSKU	651	1386	1365	713	605	328	412	309
ACER3	1632	1227	1508	1571	1190	2219	2671	2472
B3GNT6	0	1	1	0	0	0	0	0
CAPN5	287	568	464	457	202	162	214	164
OMP	5	0	0	0	0	0	1	0
MYO7A	1521	1257	1119	932	1063	1360	2235	2439
GDPD4	0	1	0	0	0	0	0	0
PAK1	3315	2319	2349	3384	2205	2527	2382	1951
AQP11	39	60	47	38	33	19	9	18
CLNS1A	1665	1658	1757	1699	1799	1369	1275	1566
RSF1	1188	1047	1258	1319	400	1025	1055	1240
AAMDC	382	270	287	317	480	330	304	285
INTS4	529	501	548	613	316	502	481	592
NDUFC2-KCTD14	0	1	0	2	1	0	0	0
KCTD14	0	0	2	0	0	0	0	0
RNU6-83	0	0	0	0	0	0	0	0
THRSP	0	0	1	0	0	7	0	0
NDUFC2	1397	1243	1322	1114	1841	1480	819	873
ALG8	834	851	794	1092	597	596	727	835
KCTD21	393	455	487	524	239	341	440	429
USP35	172	194	173	169	97	111	143	88
GAB2	3639	2414	2681	2709	1348	2805	3064	3465
NARS2	385	260	344	388	296	345	375	344
TENM4	371	1161	1346	438	236	269	27	55
MIR708	0	0	0	0	0	0	0	0
MIR5579	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0
FAM181B	1	8	14	2	0	0	0	0
PRCP	2872	2763	2958	2353	2909	2554	2564	2271
C11orf82	176	105	128	144	66	20	36	1
RAB30	158	191	199	186	75	122	127	154
SNORA70E	0	0	0	0	0	0	0	0
LOC100506233	101	103	112	93	114	67	66	79
PCF11	1568	983	1188	1735	589	1299	1493	1608
ANKRD42	238	198	248	268	118	227	254	358
CCDC90B	923	750	889	733	655	823	664	700
DLG2	18	48	54	65	5	5	5	7
TMEM126B	833	586	698	781	877	1131	759	768
TMEM126A	403	394	430	329	428	433	328	305
CREBZF	690	617	642	746	365	406	627	609
CCDC89	49	21	24	16	23	13	25	40
SYTL2	37	79	92	136	28	17	7	8
CCDC83	0	0	0	0	0	0	0	0
PICALM	9819	6480	7722	10109	4387	8986	9184	10087
EED	590	371	402	468	380	354	307	296
C11orf73	426	531	511	485	624	431	387	356
CCDC81	30	23	47	43	32	21	12	13
ME3	32	45	54	42	21	8	9	6
PRSS23	516	712	1081	675	1180	467	5	5
OR7E2P	0	0	0	1	0	0	0	0
FZD4	277	284	264	662	118	109	45	46
LOC100506368	4	8	4	14	4	6	2	6
TMEM135	619	480	475	563	332	508	452	470
RAB38	138	63	76	115	133	147	156	205
CTSC	17034	19980	21809	14937	24148	21169	24128	23273
GRM5-AS1	0	0	0	3	0	0	0	0
GRM5	0	1	11	0	0	0	0	0
TYR	0	0	0	0	0	0	0	0
NOX4	38	56	69	101	31	13	0	0
FOLH1B	0	0	0	0	0	0	0	0
TRIM77	0	0	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0	0	0
MIR5692A1	0	0	0	0	0	0	0	0
TRIM53AP	0	0	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0	0	0
TRIM49D2P	0	0	0	0	0	0	0	0
TRIM49D1P	0	0	0	0	0	0	0	0
TRIM64	0	0	0	0	0	0	0	0
TRIM49C	0	0	0	0	0	0	0	0
UBTFL1	0	0	0	0	0	0	0	0
NAALAD2	746	300	310	367	246	162	202	248
CHORDC1	740	419	525	937	420	683	1019	1059
MIR4490	0	0	0	0	0	0	0	0
FAT3	120	217	503	138	44	147	3	0
MTNR1B	0	0	0	0	0	0	0	0
SLC36A4	719	518	649	540	363	615	642	576
CCDC67	1	0	1	0	0	0	0	0
C11orf75	627	482	496	590	726	386	390	466
KIAA1731	400	223	302	477	89	230	310	291
SCARNA9	3	7	3	2	5	5	8	3
SNORA25	4	6	6	8	4	4	2	4
SNORA32	5	7	9	11	4	5	11	6
SNORD6	0	0	3	0	0	3	3	3
SNORA1	3	0	3	5	1	4	6	0
SNORA8	29	30	5	22	27	8	17	19
SNORD5	5	1	7	6	0	3	7	7
SNORA18	23	20	12	21	10	13	29	9
MIR1304	0	0	0	0	0	1	0	0
SNORA40	4	3	14	20	3	8	15	7
TAF1D	462	440	540	474	364	406	397	320
C11orf54	470	327	387	485	410	577	665	610
MED17	782	534	602	738	418	725	711	825
VSTM5	1	0	2	1	0	0	0	0
HEPHL1	0	0	0	0	0	0	0	0
PANX1	1292	1023	1286	1072	569	1101	836	961
FOLR4	0	0	0	0	0	0	0	0
GPR83	8	5	2	0	0	1	0	0
MRE11A	738	441	554	766	358	550	574	559
ANKRD49	263	193	190	244	159	234	233	276
LOC643037	0	0	0	0	0	0	0	0
FUT4	857	508	522	617	386	604	504	404
PIWIL4	38	41	35	25	8	21	38	31
AMOTL1	1292	3195	3087	1973	814	730	46	12
CWC15	1168	1009	1177	1151	1225	1118	960	886
KDM4D	41	37	54	27	23	17	20	40
KDM4E	0	0	0	0	0	0	0	0
SRSF8	1035	1382	1406	1055	934	1087	811	828
ENDOD1	644	913	763	690	343	364	133	137
SESN3	1863	3890	3960	2569	736	978	687	632
FAM76B	390	297	330	379	222	343	300	315
CEP57	925	790	891	1023	522	860	799	745
MTMR2	1487	1162	1365	1340	857	1519	1263	1190
MAML2	1666	1055	1255	1998	327	1226	1646	1567
MIR1260B	2	0	1	0	0	1	1	0
CCDC82	1082	537	671	960	487	802	813	789
JRKL	220	321	321	384	196	187	271	253
JRKL-AS1	0	0	0	0	0	0	0	0
CNTN5	63	196	258	291	25	20	5	0
ARHGAP42	196	201	217	239	54	146	81	129
TMEM133	52	64	58	72	47	37	26	52
PGR	0	37	26	1	2	1	0	0
LOC101054525	0	0	0	0	2	0	0	0
TRPC6	6	10	9	2	10	6	0	0
MIR3920	0	0	0	0	0	0	0	0
ANGPTL5	0	3	2	0	0	0	0	0
KIAA1377	30	105	90	47	13	8	0	0
C11orf70	10	4	15	1	2	3	0	0
YAP1	1039	3175	2810	1820	633	368	57	0
BIRC3	1020	357	499	650	432	1175	1048	785
BIRC2	1695	1332	1330	1459	1117	1375	1264	1317
TMEM123	7757	5697	7178	8967	4475	11081	9908	11758
MMP7	19	16	13	14	9	3	2	8
MMP20	0	0	0	0	0	0	0	0
MMP27	0	0	0	0	0	0	0	0
MMP8	10	0	0	2	0	0	0	0
MMP10	9	16	20	26	6	9	3	6
WTAPP1	5	0	2	0	0	13	2	7
MMP1	403	32	68	77	157	84	119	153
MMP3	12	5	15	9	0	3	0	3
MMP12	43921	5291	7092	22856	20052	39712	13797	12519
MMP13	12	2	2	47	11	10	0	0
DCUN1D5	681	666	764	597	633	556	447	397
DYNC2H1	363	474	576	484	118	234	205	251
MIR4693	0	0	0	0	0	0	0	0
PDGFD	200	106	117	402	93	21	15	0
DDI1	0	0	0	0	0	0	0	0
CASP12	0	2	5	1	0	0	2	3
LOC643733	3	8	1	1	4	0	0	0
CASP4	1069	714	772	990	674	924	942	1390
CASP5	118	79	95	94	64	43	33	109
CASP1	2072	1613	2012	1827	2995	3511	2468	2829
CARD16	297	131	192	308	327	385	317	459
CARD17	0	0	0	0	0	0	0	4
CARD18	0	0	0	0	0	0	0	0
GRIA4	2	4	26	1	4	5	0	0
MSANTD4	716	646	784	801	362	636	559	661
KBTBD3	58	48	52	79	78	96	111	88
AASDHPPT	1204	1132	1282	1184	912	1392	1197	1163
GUCY1A2	477	194	279	374	78	324	335	519
CWF19L2	400	298	359	369	230	390	312	416
ALKBH8	289	279	263	321	150	229	240	295
ELMOD1	1	3	6	6	0	1	0	2
LOC643923	0	0	0	0	0	0	0	0
SLN	1	1	0	6	0	0	0	0
SLC35F2	59	74	67	38	61	22	0	0
RAB39A	571	386	456	652	149	610	623	578
CUL5	1503	1099	1407	1547	682	1579	1480	1464
ACAT1	1938	1322	1624	2042	1738	1556	1693	1852
NPAT	845	630	754	875	249	753	772	880
ATM	3623	2465	3120	4630	1006	3500	3569	4361
C11orf65	11	8	7	6	8	11	7	8
KDELC2	1589	1880	1723	1595	675	638	588	660
EXPH5	13	14	22	18	6	5	1	1
DDX10	441	386	514	431	413	420	432	489
C11orf87	28	67	114	2	16	12	0	0
ZC3H12C	2583	1771	2329	2680	962	3541	3276	3184
RDX	3582	3049	4118	3795	1430	2849	2624	2718
FDX1	709	500	607	534	729	712	503	492
ARHGAP20	141	216	190	135	58	63	82	52
C11orf53	0	0	0	0	0	0	0	0
C11orf92	2	2	5	1	0	0	0	0
C11orf93	0	2	3	1	9	0	0	0
MIR4491	0	0	0	0	0	0	0	0
POU2AF1	0	0	0	0	0	0	0	0
LOC100132078	0	0	0	0	0	0	0	0
BTG4	0	0	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0
C11orf88	2	0	2	0	0	0	0	0
LAYN	102	195	119	84	89	22	3	0
SIK2	1438	1202	1292	1480	372	1285	1322	1408
PPP2R1B	660	618	659	578	349	573	558	519
ALG9	885	792	827	799	497	695	836	762
FDXACB1	181	93	181	164	125	223	187	207
C11orf1	246	249	242	238	317	262	243	266
CRYAB	4365	3228	3457	5658	4360	426	164	69
HSPB2-C11orf52	0	0	0	0	0	1	0	0
HSPB2	17	3	12	67	6	2	0	0
C11orf52	0	0	0	0	0	0	0	0
DIXDC1	812	1021	977	930	269	659	1001	1228
DLAT	1669	1188	1420	1945	1159	2062	1501	1645
PIH1D2	17	21	28	19	10	33	16	21
C11orf57	812	769	856	910	564	801	806	817
TIMM8B	1229	1051	1113	1147	1998	1521	1072	1149
SDHD	2092	1670	1788	2013	2353	2589	2088	2099
IL18	107	31	44	115	81	119	74	167
TEX12	0	1	3	0	0	1	2	1
BCO2	3	5	3	10	0	6	5	2
PTS	181	169	197	175	232	172	89	123
C11orf34	0	0	0	1	1	0	0	0
NCAM1	161	492	1618	802	92	57	54	10
LOC100288346	0	0	0	0	0	0	0	0
TTC12	155	198	168	205	174	156	162	209
ANKK1	0	0	0	1	0	0	0	0
DRD2	2	6	5	6	1	0	1	0
MIR4301	0	0	0	0	0	0	0	0
TMPRSS5	2	7	22	2	4	1	1	5
ZW10	891	656	832	891	580	741	794	775
CLDN25	0	0	0	0	0	0	0	0
USP28	660	510	617	755	260	535	634	628
HTR3B	0	0	0	0	0	1	0	0
HTR3A	0	0	2	0	0	0	0	0
ZBTB16	4	9	3	2	3	1	1	5
NNMT	886	1206	850	977	707	177	37	0
C11orf71	192	181	194	198	220	222	206	206
RBM7	560	634	705	746	456	730	638	501
REXO2	1049	1447	1218	1152	1188	837	915	944
NXPE1	0	0	0	1	0	0	0	0
NXPE4	0	1	0	0	0	0	0	0
NXPE2	2	2	2	0	0	0	0	0
CADM1	1277	1545	1927	1556	705	1180	710	730
LOC283143	205	109	102	173	84	92	60	115
BUD13	436	328	365	457	333	309	409	383
ZNF259	765	672	759	809	704	619	757	842
APOA5	0	0	0	0	0	0	0	0
APOA4	0	0	1	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0
APOA1	5	2	8	6	25	0	0	0
SIK3	812	755	780	748	344	740	872	929
PAFAH1B2	2789	2455	2860	2992	1662	2727	2456	2608
SIDT2	2169	1495	1535	1747	795	1547	2164	3065
LOC100652768	6	3	10	13	10	2	6	9
TAGLN	1429	3035	2831	3182	3453	508	69	73
PCSK7	1409	995	974	1215	890	816	894	1136
RNF214	477	390	548	545	300	327	499	520
BACE1	2087	2399	2522	2494	1069	1568	2147	2470
BACE1-AS	24	22	37	22	12	17	24	31
CEP164	580	544	589	597	248	410	513	593
DSCAML1	0	7	9	4	0	0	0	0
FXYD2	27	13	13	22	25	15	41	59
FXYD6-FXYD2	0	0	0	1	0	0	0	0
FXYD6	2645	3208	2815	2621	1848	1263	1864	2108
TMPRSS13	15	11	25	13	10	20	30	54
IL10RA	8505	4214	4199	5033	5059	8914	9186	11745
TMPRSS4-AS1	0	0	0	0	0	0	0	0
TMPRSS4	0	0	1	0	0	0	0	1
SCN4B	5	46	61	14	14	5	2	0
SCN2B	22	101	92	34	16	5	2	0
AMICA1	674	312	272	676	812	650	791	1731
MPZL3	65	33	51	72	9	33	37	57
MPZL2	11	25	26	16	7	5	8	23
CD3E	0	0	0	1	0	0	0	0
CD3D	0	0	0	0	0	0	0	0
CD3G	0	0	0	0	0	0	0	0
UBE4A	2722	2302	2686	2887	1047	2372	2620	3080
LOC100131626	2	0	0	1	0	2	0	0
ATP5L	2944	2824	3178	2973	4629	3244	2627	2886
MLL	1841	1572	2056	2393	422	1838	2304	2633
TTC36	0	2	2	1	2	0	0	0
TMEM25	60	167	168	94	71	16	5	2
IFT46	326	339	350	335	230	240	208	225
ARCN1	6507	7468	7320	8110	2680	5470	5777	5617
PHLDB1	1017	1449	1428	1282	391	208	268	357
TREH	0	0	0	0	0	0	0	0
DDX6	6494	5859	6894	7556	2189	6494	6607	7336
CXCR5	0	2	1	1	0	3	0	6
BCL9L	1544	2366	2132	1896	788	832	978	1270
MIR4492	0	0	0	0	0	0	0	0
UPK2	0	5	4	2	0	0	0	0
FOXR1	0	0	0	0	0	0	0	2
CCDC84	80	61	91	112	80	71	138	160
RPL23AP64	0	0	0	0	1	0	1	0
RPS25	5019	6303	7249	5883	7067	4448	5325	5685
TRAPPC4	1452	1292	1239	1270	1701	1342	1175	1203
MIR3656	0	0	0	0	0	0	0	0
SLC37A4	1550	1046	1080	1206	1434	842	1023	1056
HYOU1	4602	6225	6391	3651	3537	3604	2375	2913
VPS11	1997	1679	1851	1934	1554	2203	2277	2656
HMBS	379	449	419	321	378	253	251	256
H2AFX	1688	1347	1290	1174	1275	342	475	517
DPAGT1	1591	1383	1353	1638	999	1192	1301	1322
C2CD2L	1049	805	752	956	839	736	1229	1109
HINFP	336	251	224	343	226	235	367	330
ABCG4	9	4	4	4	6	0	5	5
NLRX1	981	680	615	836	521	462	749	892
PDZD3	0	0	0	0	0	0	0	0
CCDC153	26	22	11	17	17	17	13	8
CBL	3154	2196	2811	3466	880	2903	3253	3923
MCAM	16	91	259	52	22	11	0	2
RNF26	1506	1364	1333	1274	925	913	1088	1074
C1QTNF5	0	0	0	0	0	0	0	0
MFRP	0	0	0	0	0	0	0	0
USP2	97	127	149	156	126	114	383	209
LOC100499227	1	2	5	2	3	0	2	2
THY1	2716	5077	4312	5140	2579	493	162	8
PVRL1	473	458	568	421	224	285	354	308
TRIM29	0	5	5	0	0	0	0	0
OAF	693	814	667	619	556	252	182	187
POU2F3	4	0	1	0	0	0	0	0
LOC649133	0	0	0	0	0	0	0	0
TMEM136	100	174	214	157	165	82	67	69
ARHGEF12	5646	4849	5677	6520	2101	5794	5308	6329
GRIK4	3	19	31	6	0	0	0	0
TBCEL	616	724	819	867	260	641	719	758
TECTA	24	34	25	35	15	26	21	21
SC5DL	1977	1667	2225	2106	1477	2779	2946	2615
SORL1	359	165	372	469	167	197	83	183
MIR100HG	200	435	505	316	155	83	6	0
MIR125B1	0	0	0	0	0	0	0	0
BLID	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0
UBASH3B	1785	1535	1725	1746	1096	2476	2936	2688
CRTAM	9	0	0	1	3	1	0	0
C11orf63	31	75	77	31	11	4	0	0
BSX	0	0	0	0	0	0	0	0
LOC341056	1	0	2	1	7	6	2	3
HSPA8	40898	28952	33886	40587	29362	41456	51951	58529
CLMP	331	753	584	314	139	109	21	0
MIR4493	0	0	0	0	0	0	0	0
GRAMD1B	231	124	145	182	98	148	206	321
SCN3B	26	62	226	43	12	8	4	0
ZNF202	221	179	189	236	119	163	210	153
OR6X1	0	0	0	0	0	0	0	0
