AST_E3	AST_E3	AST_E3	AST_E4	AST_E4	AST_E4
EXOC3L4	0	0	0	0	0	0
TNFAIP2	94	17	62	1	28	45
LINC00605	0	0	0	0	0	0
EIF5	1328	1477	1579	917	1568	1783
SNORA28	0	0	0	0	0	0
MARK3	557	563	565	327	653	701
CKB	924	732	769	181	1078	821
TRMT61A	118	89	119	9	123	93
BAG5	415	467	384	213	537	597
APOPT1	238	228	222	162	194	206
KLC1	1167	1211	1164	510	1386	1423
XRCC3	36	49	60	10	45	25
ZFYVE21	391	380	360	164	431	440
PPP1R13B	103	140	103	55	143	133
LINC00637	0	0	0	0	1	0
C14orf2	481	465	489	177	576	632
TDRD9	0	0	0	0	0	0
RD3L	0	0	0	0	0	0
ASPG	0	0	0	0	0	0
MIR203	0	0	0	0	0	0
MIR3545	0	0	0	0	0	0
KIF26A	49	141	24	9	44	82
C14orf180	0	0	0	0	0	0
TMEM179	0	1	0	0	0	0
MIR4710	0	0	0	0	0	0
INF2	1368	1233	1231	135	1239	927
ADSSL1	28	30	22	7	33	31
SIVA1	164	165	195	24	182	159
AKT1	1648	1846	1691	416	2268	1743
ZBTB42	36	48	30	4	52	32
LINC00638	6	5	7	1	5	7
CEP170B	521	642	459	64	617	436
PLD4	0	0	0	0	0	0
AHNAK2	2339	2993	3185	1004	5108	3598
C14orf79	23	25	25	7	24	20
CDCA4	246	290	352	89	309	240
GPR132	0	2	1	0	0	0
JAG2	28	40	15	7	29	32
NUDT14	70	63	56	12	72	79
BRF1	270	271	228	49	254	246
BTBD6	299	322	343	77	423	358
PACS2	790	839	653	160	916	830
TEX22	2	2	1	0	2	1
MTA1	736	802	674	184	836	756
CRIP2	1381	893	1442	103	958	721
CRIP1	56	6	22	24	47	39
C14orf80	21	21	22	5	23	5
TMEM121	9	11	13	0	19	7
ELK2AP	0	0	0	0	0	0
KIAA0125	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
LINC00226	0	0	0	0	0	0
LINC00221	0	0	0	0	0	0
CHEK2P2	0	0	0	0	0	0
HERC2P3	1	0	4	0	1	2
GOLGA6L6	0	0	0	0	0	0
GOLGA8CP	0	0	0	0	0	0
NBEAP1	0	0	0	0	0	0
POTEB	0	0	0	0	0	0
NF1P2	0	0	0	0	0	0
CT60	0	0	0	0	0	0
LOC646214	2	1	1	2	2	4
CXADRP2	0	0	0	0	0	0
LOC727924	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0
REREP3	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	0	0
TUBGCP5	143	133	157	88	199	164
CYFIP1	1450	1829	1581	534	1856	1879
NIPA2	557	612	623	419	717	698
NIPA1	179	234	175	175	297	302
LOC283683	0	0	0	0	0	1
WHAMMP3	8	5	2	4	9	9
GOLGA8I	0	0	0	0	0	0
HERC2P2	7	2	12	1	7	6
HERC2P7	1	0	0	0	0	0
GOLGA8EP	0	0	2	0	1	0
LOC440243	0	0	0	0	0	0
GOLGA8S	2	1	2	0	1	1
MIR4508	0	0	0	0	0	0
MKRN3	5	13	12	5	10	2
MAGEL2	16	42	29	4	58	17
NDN	421	546	599	172	732	715
PWRN2	0	0	0	0	0	0
PWRN1	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0
SNRPN	9	9	0	0	3	0
SNURF	0	0	0	0	0	0
SNORD107	0	0	0	0	0	0
PAR-SN	8	22	17	8	11	9
PAR5	23	71	49	45	59	51
SNORD64	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0
SNORD109A	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0
SNORD116-4	2	14	3	2	8	4
SNORD116-7	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0
SNORD116-21	0	3	0	0	0	0
SNORD116-22	0	1	0	0	0	0
SNORD116-23	0	2	0	0	0	0
SNORD116-24	0	2	0	0	0	0
SNORD116-25	0	0	0	0	0	0
SNORD116-26	0	1	0	0	0	0
SNORD116-27	0	0	0	0	0	0
SNORD116-28	1	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0
IPW	93	142	114	86	143	134
PAR1	0	1	0	1	0	1
SNORD115-1	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0
PAR4	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0
UBE3A	726	981	858	602	989	1174
ATP10A	284	483	221	92	392	369
MIR4715	0	0	0	0	0	0
LOC100128714	0	0	0	0	0	0
LOC503519	0	0	0	0	0	0
GABRB3	38	51	38	27	62	48
GABRA5	1	5	0	0	0	1
GABRG3	1	1	1	2	0	1
OCA2	11	28	2	1	4	6
HERC2	683	1099	944	291	1124	1006
GOLGA8G	0	0	0	0	0	0
GOLGA8F	0	0	0	0	0	0
HERC2P9	2	7	4	4	8	7
WHAMMP2	5	2	4	3	2	6
LOC100289656	0	0	0	0	0	0
LOC646278	0	1	0	1	0	1
GOLGA6L7P	0	0	0	0	0	0
APBA2	390	558	197	111	463	429
FAM189A1	3	5	0	0	0	0
NDNL2	178	195	176	63	185	244
TJP1	1376	1897	1707	839	1988	1962
ULK4P3	0	0	0	0	0	1
GOLGA8T	2	2	1	1	5	1
DKFZP434L187	1	0	0	0	0	0
CHRFAM7A	0	7	3	4	5	5
ULK4P1	0	0	0	0	0	0
ULK4P2	0	0	0	0	0	0
ARHGAP11B	0	4	2	0	2	2
LOC100288637	10	18	37	12	17	17
HERC2P10	0	1	0	0	1	3
FAN1	236	258	245	141	257	306
MTMR10	157	216	207	127	246	262
TRPM1	0	0	0	0	0	0
MIR211	0	0	0	0	0	0
LOC283710	0	0	0	0	0	0
KLF13	465	435	582	146	668	671
OTUD7A	2	2	0	0	0	0
CHRNA7	1	2	0	0	0	2
WHAMMP1	5	6	4	1	3	3
ARHGAP11A	199	321	419	274	208	245
SCG5	408	574	303	144	370	508
GREM1	115	339	975	105	525	71
FMN1	43	180	69	12	24	16
TMCO5B	0	0	0	0	0	0
RYR3	0	1	0	2	0	1
AVEN	178	143	158	64	188	186
CHRM5	3	0	0	0	0	0
EMC7	501	453	494	336	711	812
PGBD4	7	17	14	7	22	18
KATNBL1	83	84	128	76	90	141
EMC4	491	460	477	237	559	602
SLC12A6	278	271	511	258	524	379
NOP10	530	378	451	135	630	569
C15orf55	0	0	0	0	0	0
LPCAT4	245	147	281	46	321	216
GOLGA8A	24	28	15	17	22	21
MIR1233-1	0	0	0	0	0	0
MIR1233-2	0	0	0	0	0	0
GOLGA8B	1	4	6	2	5	5
GJD2	0	0	0	0	0	0
ACTC1	4	6	12	9	2	3
AQR	336	482	472	262	501	630
ZNF770	431	545	524	434	619	723
ANP32AP1	1	0	1	0	0	1
ATPBD4	22	25	26	23	49	40
MIR3942	0	0	0	0	0	0
ATPBD4-AS1	9	12	7	3	3	4
MIR4510	0	0	0	0	0	0
C15orf41	123	160	164	67	161	131
CSNK1A1P1	1	1	0	0	0	1
LOC145845	0	0	0	0	0	0
MEIS2	521	385	790	163	300	333
TMCO5A	0	0	0	0	0	0
SPRED1	966	1661	1011	892	1575	1736
FAM98B	174	207	253	164	202	244
RASGRP1	5	7	5	2	11	6
C15orf53	0	0	0	0	0	0
C15orf54	1	0	2	0	0	0
THBS1	5207	4445	3704	1146	7932	3661
FSIP1	3	8	6	4	9	14
GPR176	267	210	256	56	348	268
EIF2AK4	1092	1560	1269	654	1648	1796
SRP14	1557	1614	1556	840	1961	2038
LOC100131089	11	5	9	5	15	11
BMF	87	128	38	19	92	65
BUB1B	143	279	316	163	196	187
PAK6	2	7	3	1	1	11
C15orf56	0	0	1	0	1	0
ANKRD63	0	0	1	0	1	0
PLCB2	22	1	3	1	2	3
C15orf52	82	107	70	28	102	77
PHGR1	0	0	0	0	0	0
DISP2	85	131	49	15	147	71
KNSTRN	119	162	152	71	169	157
IVD	399	530	431	119	496	457
BAHD1	301	345	295	39	387	318
CHST14	373	326	369	75	385	321
MRPL42P5	2	1	0	1	3	3
C15orf57	108	99	85	26	109	92
RPUSD2	62	66	73	12	71	45
CASC5	112	251	359	248	200	232
LOC100505648	1	2	4	1	6	4
RAD51	45	41	63	29	44	41
RMDN3	255	203	219	71	245	241
GCHFR	72	86	17	10	66	45
DNAJC17	95	84	90	27	92	97
C15orf62	2	5	1	1	4	7
ZFYVE19	136	120	140	37	124	140
PPP1R14D	0	0	0	0	0	0
SPINT1	307	461	115	43	248	284
RHOV	0	1	1	2	1	1
VPS18	533	512	423	100	516	390
DLL4	2	2	0	0	6	2
CHAC1	246	174	53	2	116	72
INO80	254	333	346	125	364	340
EXD1	0	0	0	0	0	0
CHP1	991	1210	1011	398	1342	1394
OIP5-AS1	121	167	147	128	199	179
OIP5	28	34	43	14	18	24
NUSAP1	228	431	514	315	245	261
NDUFAF1	161	172	138	93	171	200
RTF1	685	992	841	429	1036	1070
ITPKA	19	20	14	7	22	23
LTK	2	2	2	0	1	2
RPAP1	288	333	303	59	390	296
TYRO3	230	210	316	36	201	187
MGA	404	663	607	317	692	762
MIR626	0	0	0	0	0	0
MAPKBP1	201	231	229	39	247	172
JMJD7-PLA2G4B	0	0	0	0	0	0
JMJD7	15	12	12	1	8	8
PLA2G4B	0	1	0	0	0	0
SPTBN5	9	9	7	0	5	2
MIR4310	0	0	0	0	0	0
EHD4	624	531	609	111	534	406
PLA2G4E	0	0	0	0	0	0
PLA2G4D	0	0	0	0	0	0
PLA2G4F	0	1	0	0	0	0
VPS39	780	1009	675	323	1146	1030
MIR627	0	0	0	0	1	0
TMEM87A	438	498	382	220	542	611
GANC	95	98	94	41	95	112
CAPN3	4	4	9	2	5	4
ZFP106	878	1303	1054	511	1372	1318
SNAP23	464	444	378	240	575	498
LRRC57	143	137	150	79	193	189
HAUS2	173	188	223	116	208	221
STARD9	76	123	91	30	112	88
CDAN1	176	168	143	29	185	165
TTBK2	50	111	101	37	113	90
UBR1	391	587	547	351	665	660
TMEM62	69	99	85	39	79	100
CCNDBP1	232	262	207	105	223	288
EPB42	0	0	0	0	0	0
TGM5	2	3	3	0	1	2
TGM7	0	0	0	0	0	0
LCMT2	98	109	105	26	148	128
ADAL	62	81	83	58	79	99
ZSCAN29	164	171	170	82	210	229
TUBGCP4	84	120	122	61	142	121
RNU6-28	0	0	0	0	0	0
TP53BP1	683	983	897	359	1006	1004
MAP1A	1174	1613	1020	316	1405	946
PPIP5K1	44	84	67	23	96	99
CKMT1B	0	0	0	0	1	0
STRC	0	0	0	0	0	0
CATSPER2	1	1	3	0	3	0
CKMT1A	0	0	0	0	0	0
CATSPER2P1	1	2	2	0	0	0
PDIA3	3110	3189	3243	1515	3497	3472
ELL3	10	6	3	7	5	13
SERF2	2002	1545	1479	524	1644	1660
SERF2-C15ORF63	0	0	0	0	0	0
MIR1282	1	3	2	65	2	5
SERINC4	0	1	0	16	0	1
HYPK	0	0	0	0	0	0
MFAP1	429	411	439	265	507	560
WDR76	69	75	82	78	93	81
FRMD5	29	31	49	10	27	33
PIN4P1	0	2	0	0	0	1
CASC4	1541	1545	1790	1116	2094	2255
CTDSPL2	304	410	461	298	468	496
LOC645212	32	42	31	24	45	53
EIF3J	463	475	506	416	550	691
SPG11	511	765	661	385	854	823
PATL2	0	0	0	0	1	1
B2M	5006	4280	4954	2292	5543	6175
TRIM69	4	6	4	1	5	3
C15orf43	0	0	0	0	0	0
SORD	74	107	72	23	75	73
DUOX2	0	0	0	0	0	0
DUOXA2	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0
DUOX1	0	0	0	1	0	0
SHF	21	39	27	2	23	26
SLC28A2	0	0	0	0	0	0
GATM	1	2	0	1	1	4
GATM-AS1	0	0	0	0	0	0
SPATA5L1	71	77	91	35	90	100
C15orf48	0	0	1	1	1	2
MIR147B	0	0	0	0	0	0
SLC30A4	93	120	125	110	167	143
HMGN2P46	1	4	1	1	1	1
BLOC1S6	518	611	545	469	821	803
SQRDL	135	104	291	94	254	282
SEMA6D	89	217	39	98	184	183
SLC24A5	0	0	0	14	0	0
MYEF2	189	315	188	190	228	217
CTXN2	2	0	0	0	0	1
SLC12A1	0	0	0	0	0	0
DUT	293	268	396	165	290	373
FBN1	21021	14415	28106	8626	23397	19970
CEP152	29	43	47	31	33	28
SHC4	39	61	63	26	46	94
EID1	1847	1823	1896	1392	2106	2501
SECISBP2L	397	655	506	387	708	730
COPS2	710	782	804	679	867	1049
GALK2	97	81	111	34	96	116
NDUFAF4P1	0	0	0	0	0	1
MIR4716	0	0	0	0	0	0
FAM227B	11	18	8	3	15	9
FGF7	1	2	5	3	8	11
DTWD1	71	74	74	58	88	120
ATP8B4	1	0	1	0	1	0
SLC27A2	0	0	0	0	1	3
HDC	0	0	0	0	0	0
GABPB1	141	183	170	111	190	182
FLJ10038	60	58	53	35	89	64
GABPB1-AS1	20	34	38	14	32	24
MIR4712	0	1	0	0	0	0
USP8	411	504	540	357	575	689
USP50	0	0	0	1	0	0
TRPM7	280	419	418	310	554	607
SPPL2A	244	285	305	171	357	403
AP4E1	178	236	192	128	289	239
DCAF13P3	0	0	3	0	0	0
TNFAIP8L3	148	5	149	9	35	60
CYP19A1	0	1	1	2	2	2
MIR4713	0	0	0	0	0	0
GLDN	1	0	0	0	0	0
DMXL2	171	312	297	170	304	345
SCG3	2	1	2	1	4	2
LYSMD2	30	33	34	18	39	33
TMOD2	172	262	218	118	314	280
TMOD3	1615	2172	1785	1486	2703	2388
LEO1	316	353	401	314	451	520
MAPK6	558	627	623	347	638	683
BCL2L10	0	1	1	0	0	0
GNB5	254	289	189	81	278	312
MYO5C	67	147	52	76	154	133
MIR1266	0	0	0	0	0	0
MYO5A	630	1141	829	570	1299	1065
ARPP19	1377	2051	1652	1055	2098	1990
FAM214A	129	216	148	156	224	234
ONECUT1	0	0	0	0	0	0
WDR72	0	2	0	0	0	2
UNC13C	0	0	0	0	0	0
RSL24D1	452	484	415	280	410	504
RAB27A	217	328	265	178	289	349
PIGB	74	68	80	63	82	74
CCPG1	217	221	256	224	379	400
DYX1C1-CCPG1	0	0	0	0	0	0
MIR628	0	0	0	0	0	0
FLJ27352	11	9	6	4	13	21
DYX1C1	2	3	5	3	1	3
PYGO1	36	69	39	26	56	66
PRTG	38	123	88	50	102	159
NEDD4	736	982	768	709	1128	1104
RFX7	301	412	280	176	464	455
TEX9	9	15	11	12	23	17
MNS1	10	19	17	22	15	27
ZNF280D	192	212	220	146	204	319
LOC145783	24	32	15	5	32	38
TCF12	1084	1386	1276	710	1478	1578
LOC283663	0	2	3	0	2	1
CGNL1	187	266	274	44	132	168
GCOM1	0	0	0	0	0	0
MYZAP	2	1	4	0	4	4
POLR2M	65	73	68	16	76	85
ALDH1A2	11	3	12	22	13	19
AQP9	0	0	0	0	0	0
LIPC	0	0	1	0	0	0
ADAM10	1426	1743	1525	950	1805	1842
HSP90AB4P	0	1	1	0	0	1
FAM63B	146	320	201	172	291	331
SLTM	520	573	588	464	591	839
RNF111	369	514	447	198	533	580
CCNB2	142	273	344	137	143	150
MYO1E	725	1183	549	265	693	658
MIR2116	0	0	0	0	0	0
LDHAL6B	0	0	0	0	0	0
FAM81A	3	2	1	1	0	0
GCNT3	3	0	2	0	0	0
GTF2A2	326	317	398	228	353	394
BNIP2	295	385	332	266	447	522
FOXB1	0	0	0	0	0	0
ANXA2	13095	11532	18489	7759	21333	19896
NARG2	265	385	315	230	362	464
RORA	114	106	125	82	172	143
VPS13C	525	932	979	631	1043	1160
C2CD4A	1	1	4	2	1	0
C2CD4B	0	0	0	0	0	0
MGC15885	0	0	0	0	0	0
TLN2	282	581	342	142	363	464
MIR190A	1	0	0	0	0	0
TPM1	6727	8379	4490	2210	5142	4752
LACTB	108	127	94	91	118	107
RPS27L	690	705	699	493	944	953
RAB8B	306	367	444	274	427	460
APH1B	129	151	114	62	151	167
CA12	1128	2591	639	471	2528	2182
USP3	189	224	207	133	283	305
LOC100130855	0	0	1	11	0	4
FBXL22	2	0	1	0	0	2
HERC1	481	811	836	317	900	884
DAPK2	6	7	18	1	8	17
FAM96A	139	145	175	108	178	220
SNX1	576	688	627	268	810	866
SNX22	7	11	7	198	18	22
PPIB	4725	4246	4363	1348	4212	4476
CSNK1G1	298	434	353	160	487	467
KIAA0101	139	199	310	106	103	115
TRIP4	220	222	219	120	241	270
ZNF609	517	784	646	192	760	685
OAZ2	637	681	576	163	775	662
RBPMS2	36	46	40	9	42	47
MIR1272	0	0	0	0	0	0
PIF1	4	10	18	8	5	7
PLEKHO2	419	272	305	27	286	241
ANKDD1A	17	12	8	5	13	22
SPG21	533	573	561	240	672	680
MTFMT	89	92	106	48	109	124
SLC51B	0	0	0	0	0	0
RASL12	6	2	61	0	1	7
KBTBD13	0	0	0	0	0	0
UBAP1L	1	3	4	2	0	0
PDCD7	110	120	119	60	152	181
CLPX	328	455	409	291	448	566
CILP	7	9	2	0	0	6
PARP16	63	60	58	36	66	83
IGDCC3	5	14	2	0	2	5
IGDCC4	464	713	196	72	595	323
DPP8	175	253	264	158	325	331
PTPLAD1	1382	1642	1598	865	1846	1731
VWA9	316	371	326	132	406	398
SLC24A1	82	94	83	49	131	111
DENND4A	196	253	309	210	339	369
MIR4511	0	0	0	0	0	0
RAB11A	1291	1576	1415	975	1866	1920
MEGF11	8	10	3	1	0	1
MIR4311	0	0	0	0	0	0
DIS3L	205	330	214	140	333	410
TIPIN	45	47	39	37	43	61
SCARNA14	0	0	0	0	0	0
MAP2K1	567	581	607	220	700	675
SNAPC5	54	26	44	32	41	78
RPL4	6068	6292	5977	1778	6264	6540
SNORD18C	0	2	1	0	0	0
SNORD18B	0	0	0	0	0	0
SNORD16	0	0	0	0	1	1
SNORD18A	0	0	0	0	0	1
ZWILCH	170	256	273	201	255	266
LCTL	11	41	11	30	6	11
SMAD6	118	199	81	42	247	226
SMAD3	1111	1706	1228	613	2118	2133
AAGAB	353	368	380	171	401	410
IQCH	4	11	5	2	5	9
IQCH-AS1	10	13	9	13	19	13
C15orf61	27	25	27	10	44	42
MAP2K5	161	155	131	51	167	161
SKOR1	0	0	0	0	0	1
PIAS1	198	239	298	114	277	323
CALML4	5	5	15	37	11	12
CLN6	155	174	156	17	155	130
FEM1B	271	421	416	213	496	488
ITGA11	2046	2180	1366	242	2463	927
CORO2B	422	729	517	39	372	299
ANP32A	1042	1100	1057	541	1001	1202
MIR4312	0	0	0	0	0	0
ANP32A-IT1	0	1	3	1	2	1
MIR548H4	0	0	1	0	0	0
SPESP1	0	0	0	0	0	0
NOX5	0	1	1	0	0	0
LINC00277	0	1	1	0	0	2
GLCE	338	351	497	238	492	489
PAQR5	8	4	3	2	7	3
KIF23	238	442	481	314	301	320
RPLP1	2885	2272	2754	231	2744	2105
LOC145837	0	0	0	0	0	0
LINC00593	0	0	0	0	0	0
TLE3	300	419	346	79	319	332
MIR629	0	0	0	0	0	0
UACA	611	248	705	654	1251	929
LARP6	377	119	280	86	329	296
THAP10	28	28	50	19	27	26
LRRC49	28	28	45	36	57	57
CT62	0	1	0	0	0	1
THSD4	510	950	984	596	1172	756
NR2E3	0	1	2	0	0	0
MYO9A	190	335	335	192	431	426
SENP8	27	29	21	21	33	27
GRAMD2	9	16	8	2	13	14
PKM	12281	14907	11902	3341	15455	12696
PARP6	132	125	118	51	167	169
CELF6	1	3	0	1	3	7
HEXA	1039	1180	935	223	1341	1254
HEXA-AS1	0	0	0	0	2	0
TMEM202	0	0	0	0	0	0
ARIH1	786	1043	889	543	1181	1297
MIR630	1	2	0	1	0	8
GOLGA6B	0	0	0	0	0	0
HIGD2B	0	0	0	0	0	0
BBS4	133	127	149	54	147	141
ADPGK	371	389	422	154	501	485
ADPGK-AS1	1	1	0	0	2	0
NEO1	529	1121	475	326	1229	1392
HCN4	0	0	0	0	1	1
C15orf60	0	0	0	0	0	0
NPTN	1367	1489	1382	777	1895	1804
CD276	2184	2131	1566	310	2209	1849
C15orf59	40	26	27	8	30	21
TBC1D21	0	0	0	0	0	0
LOXL1-AS1	140	169	184	83	266	228
LOXL1	2245	1696	1518	231	1772	1176
STOML1	168	158	146	5	106	80
PML	1373	1676	818	156	1677	1278
GOLGA6A	0	0	0	0	0	0
LOC283731	29	71	0	0	1	0
ISLR2	141	265	10	0	6	4
ISLR	1445	1937	941	56	677	823
STRA6	989	1046	641	96	531	359
CCDC33	0	1	0	0	0	0
CYP11A1	5	14	2	0	0	2
LOC729739	1	0	0	0	1	0
SEMA7A	147	168	171	7	76	47
UBL7	225	221	208	33	240	217
LOC440288	9	10	5	2	9	9
ARID3B	10	7	9	6	7	9
CLK3	198	161	177	77	228	205
EDC3	251	304	277	39	294	279
CYP1A1	0	0	0	0	1	0
CYP1A2	1	0	0	0	0	0
CSK	566	587	465	79	532	454
MIR4513	0	0	0	0	0	0
LMAN1L	0	1	0	0	0	0
CPLX3	0	0	1	0	0	0
ULK3	68	78	66	17	78	52
SCAMP2	487	377	452	97	547	442
MPI	162	194	167	33	186	175
FAM219B	197	248	139	58	258	237
COX5A	605	597	553	234	673	665
RPP25	48	17	27	2	21	15
SCAMP5	55	54	32	9	58	49
PPCDC	26	46	37	7	42	27
C15orf39	155	122	194	15	142	84
GOLGA6C	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0
COMMD4	227	242	238	18	176	167
NEIL1	5	14	8	4	10	7
MIR631	0	0	0	0	0	0
MAN2C1	234	222	201	10	228	175
SIN3A	651	909	717	361	924	1070
PTPN9	767	976	765	287	1029	1064
SNUPN	165	212	194	71	222	232
IMP3	242	243	268	58	288	292
SNX33	389	430	368	56	466	412
CSPG4	2446	1221	2898	184	1970	1068
ODF3L1	1	1	0	0	0	0
DNM1P35	3	2	2	0	2	2
MIR4313	0	0	0	0	0	0
UBE2Q2	546	614	586	419	659	694
FBXO22	320	321	317	195	415	475
FBXO22-AS1	0	1	0	37	1	1
NRG4	0	0	0	0	0	0
C15orf27	4	0	0	0	0	1
ETFA	463	529	531	331	610	662
TYRO3P	0	0	1	0	0	0
ISL2	1	1	0	0	0	0
SCAPER	87	129	85	60	132	161
RCN2	798	914	925	752	985	1257
PSTPIP1	0	0	0	0	0	0
TSPAN3	2480	2412	2468	1159	2876	3088
PEAK1	701	783	924	429	1204	1089
LINC00597	0	0	1	0	0	0
HMG20A	371	447	334	176	437	536
LINGO1	8	1	4	1	6	3
LOC253044	0	0	0	0	0	0
LOC645752	1	0	1	0	0	1
LOC91450	0	1	2	0	0	2
TBC1D2B	844	622	762	204	805	755
MIR5003	0	0	0	0	0	0
SH2D7	2	0	1	0	0	0
CIB2	118	113	88	15	106	100
IDH3A	273	335	351	233	434	456
ACSBG1	0	0	2	2	0	0
DNAJA4	39	32	59	12	22	45
WDR61	195	247	263	92	275	279
CRABP1	22	14	204	2	20	137
IREB2	627	931	870	626	1041	1018
AGPHD1	10	15	6	1	12	13
PSMA4	1186	1144	1256	924	1303	1491
CHRNA5	30	55	35	23	46	44
CHRNA3	1	2	2	2	0	0
CHRNB4	0	1	0	0	0	2
LOC646938	0	0	0	0	0	0
ADAMTS7	517	303	469	50	317	274
MORF4L1	1381	1303	1542	971	1921	2067
CTSH	40	77	47	20	75	82
RASGRF1	1	2	5	0	0	0
LOC729911	0	0	0	0	0	0
MIR184	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0
TMED3	928	694	687	92	840	662
KIAA1024	12	10	13	5	11	11
MTHFS	1	4	1	0	4	0
ST20-MTHFS	0	0	0	0	0	0
ST20	23	20	24	6	16	18
C15orf37	35	37	32	4	33	26
BCL2A1	1	0	1	0	0	0
ZFAND6	313	398	342	192	395	443
FAH	347	300	250	61	272	201
LOC283688	0	0	0	0	0	0
ARNT2	331	782	216	118	803	503
FAM108C1	166	212	103	98	253	294
KIAA1199	1059	2834	608	653	3026	2839
MIR549	0	0	0	0	0	0
MESDC2	494	529	434	268	599	727
MIR4514	0	0	0	0	0	0
MESDC1	154	105	143	26	152	99
C15orf26	0	0	0	0	0	1
IL16	5	4	20	0	6	13
STARD5	15	17	14	1	16	6
TMC3	0	0	0	0	0	0
MEX3B	206	188	170	70	181	179
EFTUD1	129	181	194	110	213	241
FAM154B	4	0	2	0	0	0
LOC390660	0	0	0	0	0	0
GOLGA6L10	0	0	0	0	0	0
UBE2Q2P3	0	0	0	0	0	0
UBE2Q2P2	0	0	0	0	0	0
GOLGA6L9	0	0	0	0	0	0
LOC440297	0	0	0	0	0	0
LOC727849	0	0	0	0	0	0
AGSK1	0	0	0	0	0	0
RPS17L	0	0	0	0	0	0
RPS17	0	0	0	0	0	0
CPEB1	0	3	1	1	2	4
LOC283692	0	0	0	0	0	0
AP3B2	0	2	4	0	3	2
LOC338963	0	0	0	0	0	0
LOC283693	0	0	0	0	2	0
SCARNA15	0	0	1	0	0	0
FSD2	0	0	0	0	0	0
WHAMM	86	133	100	37	126	100
HOMER2	70	195	21	20	54	65
FAM103A1	38	31	36	19	52	58
C15orf40	49	42	43	36	52	60
BTBD1	1009	1088	1098	769	1315	1452
MIR4515	0	0	0	0	0	0
TM6SF1	36	22	33	56	75	45
HDGFRP3	606	607	653	584	716	918
BNC1	48	38	20	13	28	43
SH3GL3	0	2	0	0	0	1
ADAMTSL3	134	57	84	7	31	36
